**Nucleosome phasing data - by trimers **
Data from Satchwell, Drew and Travers (1986) JMB 191, 659
10.5 bp/turn - roll angles as in Goodsell & Dickerson (1994) NAR 22, 5497
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
34.3,34.3,34.3,34.3
0.0,2.3,2.7,4.2
1.6,1.6,4.4,4.4
2.4,3.0,3.1,4.9
2.7,1.8,6.7,4.4
0.6,0.6,4.7,4.7
2.3,0.0,4.2,2.7
4.3,3.0,4.4,6.1
5.4,4.2,4.4,4.4
4.2,5.4,4.4,4.4
1.8,2.7,4.4,6.7
4.4,5.3,4.9,6.1
3.4,3.4,3.8,3.8
3.0,4.3,6.1,4.4
3.0,2.4,4.9,3.1
4.4,4.4,8.1,8.1
5.3,4.4,6.1,4.9
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,15.,2.1,0.7
